"Query ID","PID [BIN]","Phylum","Class","Order","Family","Subfamily","Tribe","Genus","Species","Indels","ID%"
"CBAY0027_BF_A","CBAYB411-23[BOLD:ACR3914]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","","0","99.85"
"CBAY0027_BF_A","MCHAA399-19[BOLD:ACR3914]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","","0","99.85"
"CBAY0027_BF_A","MCHAA666-19[BOLD:ACR3914]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","","0","99.85"
"CBAY0027_BF_A","MCHAC2246-19[BOLD:ACR3914]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","","0","99.85"
"CBAY0027_BF_A","MCHAD1334-19[BOLD:ACR3914]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","","0","99.85"
"CBAY0027_BF_A","MCHAE161-19[BOLD:ACR3914]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","","0","99.85"
"CBAY0027_BF_A","MCHAA690-19[BOLD:ACR3914]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","","1","99.84"
"CBAY0027_BF_A","CNTUA1389-14[BOLD:ACR3914]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","","0","99.83"
"CBAY0027_BF_A","CNTUA1373-14[BOLD:ACR3914]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","","0","99.70"
"CBAY0027_BF_A","MCHAC567-19[BOLD:ACR3914]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","","0","99.54"
"CBAY0027_BF_A","CNTUA1304-14[BOLD:ACR3914]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","","0","99.24"
"CBAY0027_BF_A","NOSIM031-10[BOLD:AAE1413]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","Simulium pusillum","0","95.04"
"CBAY0027_BF_A","NOSIM032-10[BOLD:AAE1413]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","Simulium pusillum","0","95.04"
"CBAY0027_BF_A","NOSIM030-10[BOLD:AAE1413]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","Simulium pusillum","0","94.73"
"CBAY0027_BF_A","NOSIM033-10[BOLD:AAE1413]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","Simulium pusillum","0","94.73"
"CBAY0027_BF_A","SIIP8864-24[BOLD:AAE1413]","Arthropoda","Insecta","Diptera","Simuliidae","","","","","0","94.68"
"CBAY0027_BF_A","BSNHM5613-25[BOLD:AAE1413]","Arthropoda","Insecta","Diptera","","","","","","0","94.66"
"CBAY0027_BF_A","ACB437-06[BOLD:AAE1413]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","Simulium pusillum","0","94.66"
"CBAY0027_BF_A","LPKIL1199-22[BOLD:AAE1413]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","Simulium pusillum","0","94.62"
"CBAY0027_BF_B","CBAYB411-23[BOLD:ACR3914]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","","0","99.85"
"CBAY0027_BF_B","MCHAA399-19[BOLD:ACR3914]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","","0","99.85"
"CBAY0027_BF_B","MCHAA666-19[BOLD:ACR3914]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","","0","99.85"
"CBAY0027_BF_B","MCHAC2246-19[BOLD:ACR3914]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","","0","99.85"
"CBAY0027_BF_B","MCHAD1334-19[BOLD:ACR3914]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","","0","99.85"
"CBAY0027_BF_B","MCHAE161-19[BOLD:ACR3914]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","","0","99.85"
"CBAY0027_BF_B","MCHAA690-19[BOLD:ACR3914]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","","1","99.84"
"CBAY0027_BF_B","CNTUA1389-14[BOLD:ACR3914]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","","0","99.83"
"CBAY0027_BF_B","CNTUA1373-14[BOLD:ACR3914]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","","0","99.70"
"CBAY0027_BF_B","MCHAC567-19[BOLD:ACR3914]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","","0","99.54"
"CBAY0027_BF_B","CNTUA1304-14[BOLD:ACR3914]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","","0","99.24"
"CBAY0027_BF_B","NOSIM031-10[BOLD:AAE1413]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","Simulium pusillum","0","95.04"
"CBAY0027_BF_B","NOSIM032-10[BOLD:AAE1413]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","Simulium pusillum","0","95.04"
"CBAY0027_BF_B","NOSIM030-10[BOLD:AAE1413]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","Simulium pusillum","0","94.73"
"CBAY0027_BF_B","NOSIM033-10[BOLD:AAE1413]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","Simulium pusillum","0","94.73"
"CBAY0027_BF_B","SIIP8864-24[BOLD:AAE1413]","Arthropoda","Insecta","Diptera","Simuliidae","","","","","0","94.68"
"CBAY0027_BF_B","BSNHM5613-25[BOLD:AAE1413]","Arthropoda","Insecta","Diptera","","","","","","0","94.66"
"CBAY0027_BF_B","ACB437-06[BOLD:AAE1413]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","Simulium pusillum","0","94.66"
"CBAY0027_BF_B","LPKIL1199-22[BOLD:AAE1413]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","Simulium pusillum","0","94.62"
"CBAY0032_BF_E","GCHAR705-19[BOLD:AAB0056]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","","0","99.85"
"CBAY0032_BF_E","GCHAR706-19[BOLD:AAB0056]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","","0","99.85"
"CBAY0032_BF_E","JWDCJ1479-11[BOLD:AAB0056]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","Simulium noelleri","0","99.85"
"CBAY0032_BF_E","JWDCH700-10[BOLD:AAB0056]","Arthropoda","Insecta","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","Simulium noelleri","0","99.70"
